geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=0.19986086704421888, y=0.5387757230497674, z=0.06791452033495443), rotation=geometry_msgs.msg.Quaternion(x=0.17178488174804452, y=0.5424190970253899, z=0.23826913118202545, w=0.7870827775467671)), geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=-0.17145841877553292, y=0.6048649535946792, z=0.11320982357452664), rotation=geometry_msgs.msg.Quaternion(x=0.006281421453392599, y=0.7090324005941151, z=0.007891364016131453, w=0.7051037689774718)), geometry_msgs.msg.Wrench(force=geometry_msgs.msg.Vector3(x=-0.030517578125, y=0.0762939453125, z=-0.3662109375), torque=geometry_msgs.msg.Vector3(x=-0.05859375, y=-0.03448486328125, z=0.008056640625))
geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=0.19978825923214746, y=0.5555022109147038, z=0.07083175784658491), rotation=geometry_msgs.msg.Quaternion(x=0.2909409372446006, y=0.49996908949776175, z=0.3176172966381978, w=0.751334501708963)), geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=-0.1714630849345843, y=0.6048542964033792, z=0.11319158999522605), rotation=geometry_msgs.msg.Quaternion(x=0.006240640823304798, y=0.7090428113693797, z=0.007867861076975496, w=0.7050939248139882)), geometry_msgs.msg.Wrench(force=geometry_msgs.msg.Vector3(x=-0.091552734375, y=0.0152587890625, z=-0.4119873046875), torque=geometry_msgs.msg.Vector3(x=-0.05218505859375, y=-0.040283203125, z=0.009033203125))
geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=0.19980805841888413, y=0.5497845235389882, z=0.06921733867112817), rotation=geometry_msgs.msg.Quaternion(x=0.250123727089051, y=0.5161188096331417, z=0.29078544816537694, w=0.765835046615922)), geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=-0.17145443040165548, y=0.604866007944414, z=0.11323015385911372), rotation=geometry_msgs.msg.Quaternion(x=0.006293427354477062, y=0.7090220258252657, z=0.007905820644065316, w=0.7051139324015049)), geometry_msgs.msg.Wrench(force=geometry_msgs.msg.Vector3(x=-0.030517578125, y=0.06103515625, z=-0.3814697265625), torque=geometry_msgs.msg.Vector3(x=-0.06011962890625, y=-0.03143310546875, z=0.00439453125))
geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=0.2249635558798422, y=0.5498980728856688, z=0.06907187186831754), rotation=geometry_msgs.msg.Quaternion(x=0.25014227221196045, y=0.5161201893971155, z=0.2908036849446624, w=0.7658211348428094)), geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=-0.17145139667692683, y=0.6048472448723965, z=0.1131717670824487), rotation=geometry_msgs.msg.Quaternion(x=0.006243724321256337, y=0.7090498400609625, z=0.007831315667771583, w=0.7050872362417543)), geometry_msgs.msg.Wrench(force=geometry_msgs.msg.Vector3(x=0.06103515625, y=0.0152587890625, z=-0.18310546875), torque=geometry_msgs.msg.Vector3(x=-0.04638671875, y=-0.0177001953125, z=0.006103515625))
geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=0.2058870981385442, y=0.5498277464004732, z=0.06917251019983334), rotation=geometry_msgs.msg.Quaternion(x=0.2501423875108494, y=0.5161015900406601, z=0.29080246108788826, w=0.7658340964942091)), geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=-0.1714585512457636, y=0.6048426923649364, z=0.11317246088126581), rotation=geometry_msgs.msg.Quaternion(x=0.0062615356085655395, y=0.7090502403195329, z=0.007846811974005085, w=0.7050865034990246)), geometry_msgs.msg.Wrench(force=geometry_msgs.msg.Vector3(x=-0.0457763671875, y=0.0152587890625, z=-0.4425048828125), torque=geometry_msgs.msg.Vector3(x=-0.0579833984375, y=-0.03509521484375, z=0.00341796875))
geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=0.10510302104817254, y=0.5493451645527979, z=0.06978269326829978), rotation=geometry_msgs.msg.Quaternion(x=0.2501118867213132, y=0.5160911275601541, z=0.2907581853961339, w=0.7658679192912713)), geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=-0.17145842537340955, y=0.6048390929971899, z=0.11314959965862448), rotation=geometry_msgs.msg.Quaternion(x=0.00623499994376027, y=0.7090590220589142, z=0.007818436565019408, w=0.7050782226549309)), geometry_msgs.msg.Wrench(force=geometry_msgs.msg.Vector3(x=0.0, y=-0.06103515625, z=-0.5645751953125), torque=geometry_msgs.msg.Vector3(x=-0.0634765625, y=-0.0341796875, z=0.00341796875))
geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=0.05843263427206886, y=0.549112322131217, z=0.07011478823029704), rotation=geometry_msgs.msg.Quaternion(x=0.2501386946822198, y=0.5161171536089322, z=0.2908058922612936, w=0.7658235111299483)), geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=-0.17147454540562207, y=0.6048528396817188, z=0.11313985029230511), rotation=geometry_msgs.msg.Quaternion(x=0.006231806956605409, y=0.7090606774721042, z=0.007854679610742418, w=0.7050761832972865)), geometry_msgs.msg.Wrench(force=geometry_msgs.msg.Vector3(x=0.0, y=0.0457763671875, z=-0.4730224609375), torque=geometry_msgs.msg.Vector3(x=-0.068359375, y=-0.03204345703125, z=0.00341796875))
geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=0.058708475456074015, y=0.4869861215742347, z=0.06887608724823735), rotation=geometry_msgs.msg.Quaternion(x=0.2501376956477527, y=0.516122741717848, z=0.2907936563257203, w=0.7658247176334821)), geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=-0.17143994287730177, y=0.6048167745682429, z=0.11319320157567347), rotation=geometry_msgs.msg.Quaternion(x=0.006286529916284797, y=0.7090416995261656, z=0.007829590258676924, w=0.7050950612442548)), geometry_msgs.msg.Wrench(force=geometry_msgs.msg.Vector3(x=0.06103515625, y=-0.0152587890625, z=-0.457763671875), torque=geometry_msgs.msg.Vector3(x=-0.0726318359375, y=-0.009765625, z=-0.00244140625))
geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=0.058770062246594666, y=0.48675558498037813, z=0.07938274070901707), rotation=geometry_msgs.msg.Quaternion(x=0.2501276978329462, y=0.516148380929025, z=0.29080210639307424, w=0.7658074944517633)), geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=-0.1714716912500047, y=0.6048786439179472, z=0.11317874541906686), rotation=geometry_msgs.msg.Quaternion(x=0.006237645112363833, y=0.709050496911554, z=0.007889087467385774, w=0.7050859854740147)), geometry_msgs.msg.Wrench(force=geometry_msgs.msg.Vector3(x=0.0, y=-0.1068115234375, z=-0.48828125), torque=geometry_msgs.msg.Vector3(x=-0.048828125, y=-0.0054931640625, z=-0.00439453125))
geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=0.05941602141836878, y=0.48477685848675656, z=0.1792981657442259), rotation=geometry_msgs.msg.Quaternion(x=0.2501016956095235, y=0.5160870602868707, z=0.29080537484565383, w=0.7658560713466832)), geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=-0.17146943459911052, y=0.6048382016640093, z=0.11315203927121437), rotation=geometry_msgs.msg.Quaternion(x=0.0062166908942682215, y=0.7090553344402911, z=0.007821185734292265, w=0.7050820622521904)), geometry_msgs.msg.Wrench(force=geometry_msgs.msg.Vector3(x=-0.06103515625, y=-0.18310546875, z=-0.54931640625), torque=geometry_msgs.msg.Vector3(x=-0.010986328125, y=-0.00274658203125, z=-0.002197265625))
geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=0.0658014226019443, y=0.4843740370713453, z=0.2002448471798473), rotation=geometry_msgs.msg.Quaternion(x=0.23580610401069776, y=0.4764553962084168, z=0.30240507060331084, w=0.7911617470584528)), geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=-0.1714691079134147, y=0.6048396357809966, z=0.11317038195737489), rotation=geometry_msgs.msg.Quaternion(x=0.006249984695176395, y=0.7090537633110178, z=0.007857463494754165, w=0.7050829445485275)), geometry_msgs.msg.Wrench(force=geometry_msgs.msg.Vector3(x=-0.06103515625, y=0.0152587890625, z=-0.457763671875), torque=geometry_msgs.msg.Vector3(x=-0.04425048828125, y=-0.020751953125, z=0.00830078125))
geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=0.10050241626133366, y=0.4854818912423826, z=0.15468516966246504), rotation=geometry_msgs.msg.Quaternion(x=0.1769423219436283, y=0.3173154774618409, z=0.33885851629471464, w=0.8678578272982885)), geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=-0.1714490336500957, y=0.6048222385327602, z=0.1131716151617716), rotation=geometry_msgs.msg.Quaternion(x=0.0062591157253278785, y=0.7090522116360592, z=0.007831735429151358, w=0.7050847102047512)), geometry_msgs.msg.Wrench(force=geometry_msgs.msg.Vector3(x=-0.1068115234375, y=0.0, z=-0.3814697265625), torque=geometry_msgs.msg.Vector3(x=-0.05279541015625, y=-0.03204345703125, z=0.010498046875))
geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=0.10050860757525842, y=0.48546642539665685, z=0.15469308608347881), rotation=geometry_msgs.msg.Quaternion(x=0.17692839230641805, y=0.31726986694490195, z=0.3389457034363132, w=0.8678432955589928)), geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=-0.17144826795031645, y=0.6048466018787586, z=0.11313151740616528), rotation=geometry_msgs.msg.Quaternion(x=0.006243757007062089, y=0.709063632191844, z=0.00784531756200545, w=0.7050732103786794)), geometry_msgs.msg.Wrench(force=geometry_msgs.msg.Vector3(x=-0.030517578125, y=0.0457763671875, z=-0.3509521484375), torque=geometry_msgs.msg.Vector3(x=-0.057373046875, y=-0.02349853515625, z=0.009521484375))
geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=0.10034473447791417, y=0.5209606186627342, z=0.15540684750284167), rotation=geometry_msgs.msg.Quaternion(x=0.17692005307348252, y=0.31728639971474587, z=0.33890578366729235, w=0.8678545414834153)), geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=-0.17146478380391644, y=0.6048614787607327, z=0.11311443938670851), rotation=geometry_msgs.msg.Quaternion(x=0.006201827342705967, y=0.7090742526158123, z=0.00783016191173493, w=0.705063068228208)), geometry_msgs.msg.Wrench(force=geometry_msgs.msg.Vector3(x=-0.1068115234375, y=0.1373291015625, z=-0.3662109375), torque=geometry_msgs.msg.Vector3(x=-0.054931640625, y=-0.04425048828125, z=0.01025390625))
geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=0.09982356308465395, y=0.6213804016749319, z=0.15740594752494713), rotation=geometry_msgs.msg.Quaternion(x=0.17695833422333065, y=0.3172788405626547, z=0.33895873932182496, w=0.8678288185566786)), geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=-0.1714761653883069, y=0.6048314509525039, z=0.11318056451308478), rotation=geometry_msgs.msg.Quaternion(x=0.006230859064097478, y=0.7090560664918426, z=0.007840966713276856, w=0.705080981311679)), geometry_msgs.msg.Wrench(force=geometry_msgs.msg.Vector3(x=-0.06103515625, y=0.1068115234375, z=-0.396728515625), torque=geometry_msgs.msg.Vector3(x=-0.03997802734375, y=-0.05279541015625, z=0.01171875))
geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=0.09941984695256909, y=0.7201350041081236, z=0.15932759679007646), rotation=geometry_msgs.msg.Quaternion(x=0.1768644287299727, y=0.31726269558427556, z=0.33890210018575934, w=0.867875983266216)), geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=-0.17146509306896784, y=0.6048690465431559, z=0.11314695730695795), rotation=geometry_msgs.msg.Quaternion(x=0.006218999235302453, y=0.7090568050222453, z=0.007861931772137586, w=0.7050801098662244)), geometry_msgs.msg.Wrench(force=geometry_msgs.msg.Vector3(x=-0.335693359375, y=0.06103515625, z=-0.4119873046875), torque=geometry_msgs.msg.Vector3(x=-0.02838134765625, y=-0.08697509765625, z=0.011474609375))
geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=0.15327813613906155, y=0.7258491869166168, z=0.15915620041780254), rotation=geometry_msgs.msg.Quaternion(x=0.17693965737224754, y=0.317256927313295, z=0.33895939447430395, w=0.8678403819933315)), geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=-0.1714567118584029, y=0.6048561422583485, z=0.1131834154628662), rotation=geometry_msgs.msg.Quaternion(x=0.006273918386930346, y=0.709040221623492, z=0.007880258088707733, w=0.7050960952952716)), geometry_msgs.msg.Wrench(force=geometry_msgs.msg.Vector3(x=-0.1373291015625, y=0.030517578125, z=-0.244140625), torque=geometry_msgs.msg.Vector3(x=-0.02166748046875, y=-0.0592041015625, z=0.008056640625))
geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=0.20911055040187207, y=0.7261243998256032, z=0.15878166546940997), rotation=geometry_msgs.msg.Quaternion(x=0.17691940538009496, y=0.3172757306998528, z=0.3389450552408293, w=0.8678432371325016)), geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=-0.1714540400817045, y=0.6048486635409362, z=0.11316397304318498), rotation=geometry_msgs.msg.Quaternion(x=0.006236358516394293, y=0.7090574953585804, z=0.007837471233882499, w=0.7050795346292004)), geometry_msgs.msg.Wrench(force=geometry_msgs.msg.Vector3(x=-0.244140625, y=-0.030517578125, z=-0.3662109375), torque=geometry_msgs.msg.Vector3(x=-0.02227783203125, y=-0.0592041015625, z=0.005615234375))
geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=0.20913086404967932, y=0.7261119935075916, z=0.15879732970968136), rotation=geometry_msgs.msg.Quaternion(x=0.17694396806948298, y=0.31724238841597846, z=0.3389438715761011, w=0.8678508806684214)), geometry_msgs.msg.Transform(translation=geometry_msgs.msg.Vector3(x=-0.17145792485472225, y=0.6048349519980641, z=0.11316565830231923), rotation=geometry_msgs.msg.Quaternion(x=0.0062635104389609855, y=0.7090506978100002, z=0.007857205397250029, w=0.7050859101524284)), geometry_msgs.msg.Wrench(force=geometry_msgs.msg.Vector3(x=-0.1220703125, y=-0.0152587890625, z=-0.2899169921875), torque=geometry_msgs.msg.Vector3(x=-0.0274658203125, y=-0.054931640625, z=0.00439453125))
